seed,path,class_name,y_true,width,height,tile_size,n_tiles,global_score,tile_mean_score,tile_max_score,tile_top2_mean_score,tile_std_score,tile_max_minus_global
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000010.png,AI-images,1,768,768,512,9,0.6257148385047913,0.7215617100397745,0.807591438293457,0.7924109995365143,0.0746133744419188,0.18187659978866577
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000011.png,AI-images,1,1402,1122,512,9,0.5951705574989319,0.5912041366100311,0.7664973139762878,0.7289872169494629,0.12216414261340396,0.17132675647735596
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000012.png,AI-images,1,696,740,512,9,0.5402182340621948,0.8929892049895393,0.9556246399879456,0.9546098113059998,0.048678397300036244,0.41540640592575073
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000013.png,AI-images,1,1536,1024,512,9,0.4182491898536682,0.41014694836404586,0.8855907917022705,0.7618148922920227,0.23595397184862943,0.4673416018486023
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000014.png,AI-images,1,700,768,512,9,0.9288814067840576,0.8088952501614889,0.9569029211997986,0.9434264898300171,0.10764975795823534,0.028021514415740967
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000015.png,AI-images,1,1366,724,512,9,0.9483934044837952,0.7125462492307028,0.9759907126426697,0.9727314412593842,0.22357313707106805,0.02759730815887451
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000016.png,AI-images,1,1024,1024,512,9,0.8759273290634155,0.5808654903537698,0.9849138855934143,0.9848986864089966,0.37152023504727294,0.10898655652999878
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000017.png,AI-images,1,665,756,512,9,0.7579185962677002,0.7585495048099093,0.864582896232605,0.8623737096786499,0.11148248095065302,0.10666429996490479
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000018.jpeg,AI-images,1,1024,559,512,9,0.20684245228767395,0.25059938265217674,0.3411613702774048,0.33429062366485596,0.06101910727599474,0.13431891798973083
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000019.png,AI-images,1,1536,1024,512,9,0.04296186566352844,0.1291863876912329,0.2541781961917877,0.21921679377555847,0.06532676654572696,0.21121633052825928
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000020.png,AI-images,1,768,768,512,9,0.020156461745500565,0.03747562091383669,0.06997238844633102,0.06632927805185318,0.01925819327089804,0.04981592670083046
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000021.png,AI-images,1,768,768,512,9,0.8899340033531189,0.9358822968271043,0.9952541589736938,0.9948623180389404,0.07839985153920617,0.10532015562057495
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000022.png,AI-images,1,1402,1122,512,9,0.5469838380813599,0.429102602104346,0.906967043876648,0.795467346906662,0.28241811887747104,0.3599832057952881
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000023.png,AI-images,1,768,768,512,9,0.9243156313896179,0.8920535511440701,0.9684547781944275,0.9585174918174744,0.0622849018864949,0.04413914680480957
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000024.png,AI-images,1,656,580,512,9,0.9217454195022583,0.9284471207194858,0.9437774419784546,0.9419780671596527,0.01413389560460617,0.02203202247619629
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000025.png,AI-images,1,1024,1024,512,9,0.7194690108299255,0.3939545005559921,0.6562702655792236,0.5828340351581573,0.16776797222807968,-0.0631987452507019
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000026.png,AI-images,1,1375,749,512,9,0.1610555499792099,0.3122906709710757,0.514995276927948,0.4863990545272827,0.1334014911492122,0.3539397269487381
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000027.png,AI-images,1,1024,1024,512,9,0.7683347463607788,0.4669619748989741,0.8184309601783752,0.7917090058326721,0.2254197412968283,0.050096213817596436
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000028.png,AI-images,1,768,768,512,9,0.695756196975708,0.8746906850073073,0.9817196726799011,0.976031482219696,0.1033237300980075,0.2859634757041931
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000029.jpeg,AI-images,1,1024,559,512,9,0.5221806168556213,0.5099778705173068,0.6721189022064209,0.6706854999065399,0.12640434097694095,0.14993828535079956
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000030.png,AI-images,1,1024,1024,512,9,0.6140630841255188,0.24647606247001225,0.501306414604187,0.47277356684207916,0.14096667594841022,-0.11275666952133179
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000031.png,AI-images,1,1122,1402,512,9,0.9450231790542603,0.9041230546103584,0.9847389459609985,0.9789207875728607,0.07980947734716302,0.03971576690673828
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000032.png,AI-images,1,1024,1024,512,9,0.8391252756118774,0.6638231310579512,0.8330321311950684,0.8318059146404266,0.16426903796626335,-0.006093144416809082
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000033.png,AI-images,1,2816,1536,512,9,0.9491786956787109,0.4245976683192162,0.9456198811531067,0.9212096035480499,0.3909510543705947,-0.003558814525604248
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000034.png,AI-images,1,899,746,512,9,0.8798820376396179,0.7761286066638099,0.9638925194740295,0.959982842206955,0.22310739552624875,0.08401048183441162
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000035.png,AI-images,1,677,657,512,9,0.3998502492904663,0.596174935499827,0.7846046090126038,0.7622761130332947,0.11639547669335021,0.38475435972213745
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000036.png,AI-images,1,1024,1024,512,9,0.9670488238334656,0.6086394741303391,0.9430822134017944,0.9322356283664703,0.30088835251170104,-0.023966610431671143
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000037.png,AI-images,1,768,768,512,9,0.000990557949990034,0.004256909493253463,0.017224131152033806,0.0115790581330657,0.004901572188392388,0.016233573202043772
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000038.png,AI-images,1,924,741,512,9,0.744121789932251,0.8105174832873874,0.937981128692627,0.933146208524704,0.08313655868748808,0.19385933876037598
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000039.png,AI-images,1,768,768,512,9,0.7228105068206787,0.38162274327543044,0.5173322558403015,0.5159877240657806,0.11904087213362981,-0.2054782509803772
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000040.png,AI-images,1,1402,1122,512,9,0.45674923062324524,0.20378090839626062,0.7577726244926453,0.6908719837665558,0.2685376058099118,0.3010233938694
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000041.png,AI-images,1,1024,1024,512,9,0.4365258812904358,0.36792485002014375,0.714311957359314,0.6352329552173615,0.1971396304439766,0.2777860760688782
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000042.png,AI-images,1,1383,738,512,9,0.9373339414596558,0.9812703066402011,0.9972323775291443,0.9968709349632263,0.018936652155889036,0.059898436069488525
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000043.png,AI-images,1,768,768,512,9,0.9906688332557678,0.9589044517940946,0.9718760251998901,0.9714910089969635,0.010514673015814144,-0.018792808055877686
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000044.jpeg,AI-images,1,1024,559,512,9,0.11753378063440323,0.3257537368271086,0.4338865578174591,0.41964370012283325,0.08014664188000978,0.3163527771830559
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000045.png,AI-images,1,922,755,512,9,0.9669359922409058,0.8541784650749631,0.9782642126083374,0.9771195650100708,0.1710531505375414,0.01132822036743164
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000046.png,AI-images,1,2816,1536,512,9,0.24732723832130432,0.52731278788148,0.9882898330688477,0.9626757502555847,0.3874490412791344,0.7409625947475433
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000047.png,AI-images,1,1024,1024,512,9,0.9461665153503418,0.5600111579729451,0.9672873616218567,0.9322075545787811,0.3561898954599632,0.021120846271514893
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000048.png,AI-images,1,768,768,512,9,0.62159264087677,0.5529614455170102,0.637362003326416,0.6299366652965546,0.06499985287902132,0.015769362449645996
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000049.png,AI-images,1,1122,1402,512,9,0.44460272789001465,0.4257994070649147,0.7547107338905334,0.700039803981781,0.1980768046672458,0.3101080060005188
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000050.png,AI-images,1,1402,1122,512,9,0.42270416021347046,0.5424949675798416,0.857378363609314,0.8347262740135193,0.21561756008839095,0.4346742033958435
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000051.png,AI-images,1,768,768,512,9,0.8821214437484741,0.666650202539232,0.8544358015060425,0.8417500555515289,0.1394947778015419,-0.02768564224243164
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000052.png,AI-images,1,768,768,512,9,0.8236652612686157,0.8814467655287849,0.9164639711380005,0.9123324453830719,0.02770299682504024,0.09279870986938477
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000053.png,AI-images,1,1024,1024,512,9,0.8934937715530396,0.7837845351960924,0.9570420980453491,0.9447582066059113,0.16331321136886842,0.06354832649230957
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000054.png,AI-images,1,1408,768,512,9,0.8057704567909241,0.7639980879094865,0.9088278412818909,0.896845817565918,0.15229609680185552,0.1030573844909668
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\AI-images\000055.png,AI-images,1,768,768,512,9,0.473345547914505,0.7044387989574008,0.7888582944869995,0.7839761972427368,0.056553671655467076,0.3155127465724945
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000056.jpg,Real-images,0,6000,4000,512,9,0.8545094132423401,0.4634823179666354,0.999937891960144,0.9999113082885742,0.47082845697393516,0.14542847871780396
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000057.jpg,Real-images,0,433,650,512,3,0.6906799674034119,0.5884623130162557,0.7182289361953735,0.712859034538269,0.1759781592889356,0.02754896879196167
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000058.jpg,Real-images,0,1080,1080,512,9,0.9868641495704651,0.9893847174114652,0.9986951947212219,0.9985371530056,0.012059394660405323,0.011831045150756836
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000059.jpeg,Real-images,0,200,253,512,1,0.6666545867919922,0.6666545867919922,0.6666545867919922,0.6666545867919922,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000060.jpg,Real-images,0,3456,2304,512,9,0.43038004636764526,0.3084726612820911,0.8847876787185669,0.6667704880237579,0.2571490609472107,0.45440763235092163
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000061.jpg,Real-images,0,3085,4096,512,9,0.8412396311759949,0.42492390755150056,0.6608759760856628,0.6407995820045471,0.20144884664324672,-0.18036365509033203
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000062.jpeg,Real-images,0,275,183,512,1,0.12108782678842545,0.12108782678842545,0.12108782678842545,0.12108782678842545,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000063.jpg,Real-images,0,1080,1080,512,9,0.5244994163513184,0.5892323851585388,0.913260281085968,0.8643034100532532,0.19984765071183258,0.38876086473464966
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000064.jpeg,Real-images,0,625,350,512,3,0.4643433690071106,0.8363068699836731,0.9225873351097107,0.8878582417964935,0.07822506729392703,0.4582439661026001
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000065.jpg,Real-images,0,612,408,512,3,0.8648380041122437,0.8257357875506083,0.8841186761856079,0.8480643630027771,0.04317105005483212,0.019280672073364258
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000066.jpg,Real-images,0,1080,1080,512,9,0.610457718372345,0.5544143120447794,0.8736003637313843,0.8303742706775665,0.2169439137663927,0.2631426453590393
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000067.jpg,Real-images,0,612,408,512,3,0.2344488799571991,0.5240017175674438,0.6660622358322144,0.6167691946029663,0.1372278356122569,0.43161335587501526
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000068.jpg,Real-images,0,433,650,512,3,0.9565433859825134,0.8953279852867126,0.9638282656669617,0.9269519746303558,0.053914073281083295,0.007284879684448242
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000069.jpg,Real-images,0,4752,3168,512,9,0.7652859091758728,0.4882291639999797,0.9956035614013672,0.9709441661834717,0.4001038681491454,0.23031765222549438
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000070.jpg,Real-images,0,433,650,512,3,0.8302175998687744,0.8829286893208822,0.9184062480926514,0.9068440794944763,0.035114302918311004,0.08818864822387695
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000071.jpg,Real-images,0,1080,1138,512,9,0.44904813170433044,0.14071518720852005,0.27692508697509766,0.25455377995967865,0.09307778682809101,-0.1721230447292328
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000072.jpg,Real-images,0,1080,1080,512,9,0.5523554086685181,0.8660197390450372,0.9662348031997681,0.9573826193809509,0.11802513225543805,0.41387939453125
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000073.jpeg,Real-images,0,282,179,512,1,0.7148063778877258,0.7148063778877258,0.7148063778877258,0.7148063778877258,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000074.jpg,Real-images,0,1080,1130,512,9,0.7998389601707458,0.573965976635615,0.8110018372535706,0.7937056720256805,0.20054799168719226,0.011162877082824707
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000075.jpg,Real-images,0,3968,2976,512,9,0.4987863004207611,0.6044177015622457,0.9364674687385559,0.9273730218410492,0.2105330326534302,0.4376811683177948
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000076.jpg,Real-images,0,1080,1146,512,9,0.6618359684944153,0.4116181002722846,0.7221962213516235,0.696968674659729,0.21711667238806875,0.06036025285720825
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000077.jpeg,Real-images,0,275,184,512,1,0.6768717765808105,0.6768717765808105,0.6768717765808105,0.6768717765808105,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000078.jpg,Real-images,0,760,480,512,3,0.021381350234150887,0.09716277321179707,0.11296498030424118,0.10651522129774094,0.014236203774011195,0.0915836300700903
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000079.jpeg,Real-images,0,301,167,512,1,0.8399752974510193,0.8399752974510193,0.8399752974510193,0.8399752974510193,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000080.jpg,Real-images,0,310,163,512,1,0.7313209772109985,0.7313209772109985,0.7313209772109985,0.7313209772109985,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000081.jpg,Real-images,0,1080,1080,512,9,0.716918408870697,0.7207071118884616,0.9334838390350342,0.9289380311965942,0.18974323762064885,0.21656543016433716
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000082.jpg,Real-images,0,1080,1080,512,9,0.6832960247993469,0.6903185115920173,0.9595369696617126,0.9439658522605896,0.22352229837910242,0.2762409448623657
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000083.jpeg,Real-images,0,235,214,512,1,0.9953548908233643,0.9953548908233643,0.9953548908233643,0.9953548908233643,0.0,0.0
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000084.jpg,Real-images,0,2304,4096,512,9,0.6175375580787659,0.4761204057269626,0.9999997615814209,0.9995434284210205,0.3820617065377854,0.38246220350265503
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000085.jpg,Real-images,0,1080,1080,512,9,0.8930554986000061,0.8374690214792887,0.9912346601486206,0.9900855123996735,0.15944497790404313,0.0981791615486145
7,C:\Users\arnav\Documents\Codex\2026-06-12\i-want-you-to-createa-project\ai-image-forensics-comparison\data\raw\ishu_ai_vs_real_2026_seed7_test\Real-images\000086.jpeg,Real-images,0,259,194,512,1,0.9482530951499939,0.9482530951499939,0.9482530951499939,0.9482530951499939,0.0,0.0
